0,1,2,3,4,5
0.8937354822832945,0.09560625495729853,0.8383906681936139,0.02240862552727497,0.22865902783140346,0.31868851932402403
0.05363645266867467,0.695579651372149,0.29416212589214696,0.20172694837025226,0.7543529059575966,0.19189216089823913
0.11980460443136054,0.468657559382696,0.3904636830649706,0.5210951381657959,0.9857099333991384,0.010376505974122858
0.16903256205830353,0.6602710414683637,0.6494567504137235,0.27200425564017194,0.522542287417867,0.33372237618752837
0.5714423788199599,0.18485624715090396,0.49944166695378567,0.08666506774784842,0.03426810895456145,0.7391411280078471
0.7999936775268832,0.1607936696231959,0.16500046419030112,0.7867525899822135,0.45565396007239145,0.4850983102894344
0.8470300970804436,0.09964808550436481,0.8649410440723623,0.02293833753867399,0.09981732693876988,0.7609551044753056
0.8509529647243829,0.004759248031551983,0.806900126061642,0.13163589302501053,0.15404965969081952,0.4250023566637689
0.6969030105403274,0.2596943470020307,0.7524404049191924,0.03693451711707966,0.00423575385847208,0.37218977284220006
0.6345830639557664,0.07585384444922535,0.43463222472860696,0.4184528338261843,0.4617172887018153,0.33481711227509287
0.35118962477585003,0.6273116469582752,0.6311653459432818,0.05870334254472352,0.47532571827358583,0.3686336730296157
0.026086372878489805,0.42556105213474577,0.1311004308243242,0.6091385945266162,0.05480974554780138,0.5407362893856503
0.10202281483198039,0.6386412743771506,0.39880534234766996,0.2514651219964542,0.5200767550692605,0.3620156670087439
0.07870265192728965,0.6776275184310139,0.5784517336493262,0.30991520387994664,0.7694464879046737,0.1422605644906583
0.7303438946739746,0.14177156128447957,0.8447082270964779,0.02726933885007623,0.8784757869235384,0.0958033200228116
0.9500824432128219,0.015398538499554783,0.28053859957409466,0.2436646319852323,0.8572224152997281,0.08944996140673403
0.887416352811061,0.10769851023574037,0.3135568994905268,0.03338262529680001,0.3641265185069612,0.6069215095061009
0.2408633358929031,0.3409984496067664,0.0013421372177836455,0.9851350363121414,0.8242837897224746,0.026274619546163332
0.8394204515979792,0.12573318452096643,0.5990456979226192,0.06377112491134075,0.11362768924140143,0.8268387849921729
